trajectory_id,trajectory_number,target_class,anchor_type,camera_index,total_frames,start_frame,start_x,start_y,end_frame,end_x,end_y,num_segment_points,num_segments,boundary_frames,segment_ranges,output_folder,final_graph
mop_realtime_20260616_171116_trajectory_027,27,mop,center,0,40,1,253.655029296875,176.3093719482422,40,476.502197265625,143.11021423339844,2,3,16;27,Segment_1:1-16;Segment_2:17-27;Segment_3:28-40,/Users/arshraj/Desktop/mop_trajectory_output/mop_realtime_20260616_171116/trajectory_027,/Users/arshraj/Desktop/mop_trajectory_output/mop_realtime_20260616_171116/trajectory_027/trajectory_027_trajectory_graph.png
