boundary_id,frame_number,x,y,direction_change_deg,boundary_score,cue_type
1,16,492.2587585449219,147.863525390625,177.77753675738467,5.925917891912822,bend_angle_ge_30deg
2,27,84.47772216796875,161.3037109375,178.234196885534,5.941139896184467,bend_angle_ge_30deg
